RUC_Patrono,Periodo,Cedula_Empleado,Nombre_Completo,Cargo,Departamento,Tipo_Contrato,Fecha_Ingreso,Salario_Bruto,Deducciones_CSS,Patronal_CSS,Impuesto_Renta_Retenido,Salario_Neto,Estado_Empleado
15523-2-65342 DV 45,7/1/2025,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,3283.8,320.17,402.27,164.19,2799.44,Activo
15523-2-65342 DV 45,Jul-25,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2708.87,264.11,331.84,135.44,2309.31,Activo
15523-2-65342 DV 45,7/1/2025,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,2254.98,219.86,276.23,112.75,1922.37,Activo
15523-2-65342 DV 45,7/1/2025,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,865.06,84.34,105.97,0,780.72,Activo
15523-2-65342 DV 45,7/1/2025,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,2351.62,229.28,288.07,117.58,2004.75,Activo
15523-2-65342 DV 45,7/1/2025,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2018.34,196.79,247.25,100.92,1720.64,Activo
8-842-1324 DV 12,7/1/2025,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,1418.91,138.34,173.82,70.95,1209.62,Activo
8-842-1324 DV 12,7/1/2025,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1233.85,120.3,151.15,61.69,1051.85,Activo
8-842-1324 DV 12,7/1/2025,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,3364.3,328.02,412.13,168.22,2868.07,Activo
8-842-1324 DV 12,7/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,1617.73,157.73,198.17,80.89,1379.11,Activo
8-842-1324 DV 12,7/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,2356.54,229.76,288.68,117.83,2008.95,Activo
8-842-1324 DV 12,7/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,1203.79,117.37,147.46,60.19,1026.23,Activo
8-842-1324 DV 12,Jul-25,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,2544.21,248.06,311.67,127.21,2168.94,Activo
8-842-1324 DV 12,7/1/2025,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,1633.19,159.24,200.07,81.66,1392.29,Activo
8-842-1324 DV 12,7/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,890.55,86.83,109.09,0,803.72,Activo
8-842-1324 DV 12,7/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,3073.99,299.71,376.56,153.7,2620.58,Activo
8-842-1324 DV 12,7/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,2529.02,246.58,309.81,126.45,2155.99,Activo
8-842-1324 DV 12,7/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,1857.19,181.08,227.51,92.86,1583.25,Activo
8-842-1324 DV 12,7/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,2295.5,223.81,281.2,114.78,1956.92,Activo
8-842-1324 DV 12,7/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,1979.39,192.99,242.47,98.97,1687.43,Activo
8-842-1324 DV 12,7/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,3166.96,308.78,387.95,158.35,2699.83,Activo
8-842-1324 DV 12,7/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,1145.81,111.72,140.36,57.29,976.8,Activo
4-721-985 DV 88,7/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,1294.3,126.19,158.55,64.72,1103.39,Activo
4-721-985 DV 88,7/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,2089.03,203.68,255.91,104.45,1780.9,Activo
4-721-985 DV 88,7/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2496.71,243.43,305.85,124.84,2128.45,Activo
4-721-985 DV 88,7/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,2955.29,288.14,362.02,147.76,2519.39,Activo
4-721-985 DV 88,7/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,2346.67,228.8,287.47,117.33,2000.54,Activo
4-721-985 DV 88,7/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,2419.75,235.93,296.42,120.99,2062.84,Activo
4-721-985 DV 88,7/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,2056.73,200.53,251.95,102.84,1753.36,Activo
4-721-985 DV 88,7/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,1837.16,179.12,225.05,91.86,1566.18,Activo
4-721-985 DV 88,7/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,1341.81,130.83,164.37,67.09,1143.89,Activo
4-721-985 DV 88,7/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,1531.23,149.3,187.58,76.56,1305.38,Activo
4-721-985 DV 88,7/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,1761.49,171.75,215.78,88.07,1501.67,Activo
4-721-985 DV 88,7/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,2298.55,224.11,281.57,114.93,1959.52,Activo
4-721-985 DV 88,7/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,1167,113.78,142.96,58.35,994.87,Activo
4-721-985 DV 88,7/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,1960.83,191.18,240.2,98.04,1671.61,Activo
4-721-985 DV 88,7/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,1179.84,115.03,144.53,58.99,1005.81,Activo
4-721-985 DV 88,7/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,2535.51,247.21,310.6,126.78,2161.52,Activo
4-721-985 DV 88,7/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,1464.01,142.74,179.34,73.2,1248.06,Activo
4-721-985 DV 88,7/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,1039.21,101.32,127.3,0,937.88,Activo
4-721-985 DV 88,7/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,2148.93,209.52,263.24,107.45,1831.96,Activo
4-721-985 DV 88,7/1/2025,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,1996.27,194.64,244.54,99.81,1701.82,Activo
4-721-985 DV 88,7/1/2025,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,1554.8,151.59,190.46,77.74,1325.46,Activo
4-721-985 DV 88,7/1/2025,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,1614.55,157.42,197.78,80.73,1376.4,Activo
4-721-985 DV 88,7/1/2025,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,1216.26,118.59,148.99,60.81,1036.86,Activo
4-721-985 DV 88,7/1/2025,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,2980.18,290.57,365.07,149.01,2540.6,Activo
4-721-985 DV 88,7/1/2025,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,,267.14,335.64,136.99,2335.76,Activo
4-721-985 DV 88,7/1/2025,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,1977.15,192.77,242.2,98.86,1685.52,Activo
4-721-985 DV 88,7/1/2025,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,2086.98,203.48,255.66,104.35,1779.15,Activo
4-721-985 DV 88,7/1/2025,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,2050.45,199.92,251.18,102.52,1748.01,Activo
4-721-985 DV 88,7/1/2025,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,1444.48,140.84,176.95,72.22,1231.42,Activo
4-721-985 DV 88,7/1/2025,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,2454.93,239.36,300.73,122.75,2092.83,Activo
15523-2-65342 DV 45,8/1/2025,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,1997.97,194.8,244.75,99.9,1703.27,Activo
15523-2-65342 DV 45,8/1/2025,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,3073.24,299.64,376.47,153.66,2619.94,Activo
15523-2-65342 DV 45,8/1/2025,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,1299.33,126.68,159.17,64.97,1107.68,Activo
15523-2-65342 DV 45,8/1/2025,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,3215.99,313.56,393.96,160.8,2741.63,Activo
15523-2-65342 DV 45,8/1/2025,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,1182.43,115.29,144.85,59.12,1008.02,Activo
15523-2-65342 DV 45,8/1/2025,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,1918.46,187.05,235.01,95.92,1635.49,Activo
15523-2-65342 DV 45,8/1/2025,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,989.27,96.45,121.19,0,892.82,Activo
15523-2-65342 DV 45,8/1/2025,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,1936.59,188.82,237.23,96.83,1650.95,Activo
15523-2-65342 DV 45,8/1/2025,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,2859.03,278.76,350.23,142.95,2437.32,Activo
15523-2-65342 DV 45,8/1/2025,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,1796.31,175.14,220.05,89.82,1531.35,Activo
15523-2-65342 DV 45,8/1/2025,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,,186.11,233.83,95.44,1627.25,Activo
15523-2-65342 DV 45,8/1/2025,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,2065.12,201.35,252.98,103.26,1760.51,Activo
15523-2-65342 DV 45,8/1/2025,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,1338.97,130.55,164.02,66.95,1141.48,Activo
15523-2-65342 DV 45,8/1/2025,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2419.03,235.86,296.33,120.95,2062.22,Activo
8-842-1324 DV 12,8/1/2025,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,1103.42,107.58,135.17,55.17,940.67,Activo
8-842-1324 DV 12,8/1/2025,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1020.79,99.53,125.05,0,921.26,Activo
8-842-1324 DV 12,8/1/2025,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,2194.04,213.92,268.77,109.7,1870.42,Activo
8-842-1324 DV 12,8/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,2289.93,223.27,280.52,114.5,1952.17,Activo
8-842-1324 DV 12,8/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,1238.57,120.76,151.72,61.93,1055.88,Activo
8-842-1324 DV 12,8/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,2614.89,254.95,320.32,130.74,2229.19,Activo
8-842-1324 DV 12,8/1/2025,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,2454.09,239.27,300.63,122.7,2092.11,Activo
8-842-1324 DV 12,8/1/2025,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,3283.09,320.1,402.18,164.15,2798.83,Activo
8-842-1324 DV 12,8/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,2175.49,212.11,266.5,108.77,1854.6,Activo
8-842-1324 DV 12,8/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,973,94.87,119.19,0,878.13,Activo
8-842-1324 DV 12,8/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,2524.48,246.14,309.25,126.22,2152.12,Activo
8-842-1324 DV 12,8/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,2468.78,240.71,302.43,123.44,2104.64,Activo
8-842-1324 DV 12,8/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,2374.85,231.55,290.92,118.74,2024.56,Activo
8-842-1324 DV 12,8/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,1000.36,97.54,122.54,0,902.82,Activo
8-842-1324 DV 12,8/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,2741.42,267.29,335.82,137.07,2337.06,Activo
8-842-1324 DV 12,8/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,2137.31,208.39,261.82,106.87,1822.06,Activo
4-721-985 DV 88,8/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,2980.21,290.57,365.08,149.01,2540.63,Activo
4-721-985 DV 88,8/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,1125.54,109.74,137.88,56.28,959.52,Activo
4-721-985 DV 88,8/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2300.62,224.31,281.83,115.03,1961.28,Activo
4-721-985 DV 88,8/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,1240.33,120.93,151.94,62.02,1057.38,Activo
4-721-985 DV 88,8/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,2709.16,264.14,331.87,135.46,2309.56,Activo
4-721-985 DV 88,8/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,2015.54,196.52,246.9,100.78,1718.25,Activo
4-721-985 DV 88,8/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,855.93,83.45,104.85,0,772.48,Activo
4-721-985 DV 88,8/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,1280.15,124.81,156.82,64.01,1091.33,Activo
4-721-985 DV 88,8/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,1033.36,100.75,126.59,0,932.61,Activo
4-721-985 DV 88,8/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,2190.93,213.62,268.39,109.55,1867.77,Activo
4-721-985 DV 88,8/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,2739.7,267.12,335.61,136.98,2335.59,Activo
4-721-985 DV 88,8/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,3475.3,338.84,425.72,173.77,2962.7,Activo
4-721-985 DV 88,8/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,929.02,90.58,113.8,0,838.44,Activo
4-721-985 DV 88,8/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,1115.32,108.74,136.63,55.77,950.81,Activo
4-721-985 DV 88,8/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,1562.82,152.37,191.45,78.14,1332.3,Activo
4-721-985 DV 88,8/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,1365.81,133.17,167.31,68.29,1164.35,Activo
4-721-985 DV 88,8/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,1089.83,106.26,133.5,0,983.57,Activo
4-721-985 DV 88,8/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,1640.85,159.98,201,82.04,1398.83,Activo
4-721-985 DV 88,8/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,2181.48,212.69,267.23,109.07,1859.71,Activo
4-721-985 DV 88,8/1/2025,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,3399.88,331.49,416.49,169.99,2898.4,Activo
4-721-985 DV 88,8/1/2025,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,3219.85,313.94,394.43,160.99,2744.92,Activo
4-721-985 DV 88,8/1/2025,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,1141.38,111.28,139.82,57.07,973.03,Activo
4-721-985 DV 88,8/1/2025,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,2636.84,257.09,323.01,131.84,2247.9,Activo
4-721-985 DV 88,8/1/2025,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,2117.79,206.48,259.43,105.89,1805.42,Activo
4-721-985 DV 88,8/1/2025,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,1317.15,128.42,161.35,65.86,1122.87,Activo
4-721-985 DV 88,8/1/2025,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,1987.46,193.78,243.46,99.37,1694.31,Activo
4-721-985 DV 88,8/1/2025,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,1563.65,152.46,191.55,78.18,1333.01,Activo
4-721-985 DV 88,8/1/2025,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,1995.61,194.57,244.46,99.78,1701.26,Activo
4-721-985 DV 88,8/1/2025,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,2374.07,231.47,290.82,118.7,2023.9,Activo
4-721-985 DV 88,8/1/2025,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,2472.86,241.1,302.93,123.64,2108.11,Activo
15523-2-65342 DV 45,9/1/2025,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,2257.96,220.15,276.6,112.9,1924.91,Activo
15523-2-65342 DV 45,9/1/2025,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,1483.88,144.68,181.78,74.19,1265.01,Activo
15523-2-65342 DV 45,9/1/2025,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,2280.34,222.33,279.34,114.02,1943.99,Activo
15523-2-65342 DV 45,9/1/2025,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,916.49,89.36,112.27,0,827.13,Activo
15523-2-65342 DV 45,9/1/2025,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,1566.34,152.72,191.88,78.32,1335.3,Activo
15523-2-65342 DV 45,9/1/2025,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,1848.68,180.25,226.46,92.43,1576,Activo
15523-2-65342 DV 45,9/1/2025,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,1103.89,107.63,135.23,55.19,941.07,Activo
15523-2-65342 DV 45,9/1/2025,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,989.5,96.48,121.21,0,893.02,Activo
15523-2-65342 DV 45,9/1/2025,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,3294.7,321.23,403.6,164.74,2808.74,Activo
15523-2-65342 DV 45,9/1/2025,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2845.05,277.39,348.52,142.25,2425.4,Activo
15523-2-65342 DV 45,9/1/2025,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,3127.14,304.9,383.08,156.36,2665.89,Activo
15523-2-65342 DV 45,9/1/2025,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,2578.32,251.39,315.84,128.92,2198.02,Activo
15523-2-65342 DV 45,9/1/2025,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,2735.4,266.7,335.09,136.77,2331.93,Activo
15523-2-65342 DV 45,9/1/2025,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2761.43,269.24,338.28,138.07,2354.12,Activo
8-842-1324 DV 12,9/1/2025,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,1410.68,137.54,172.81,70.53,1202.61,Activo
8-842-1324 DV 12,9/1/2025,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1945.51,189.69,238.33,97.28,1658.55,Activo
8-842-1324 DV 12,9/1/2025,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,1083.78,105.67,132.76,0,978.11,Activo
8-842-1324 DV 12,9/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,,135.31,170.01,69.39,1183.11,Activo
8-842-1324 DV 12,9/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,2586.75,252.21,316.88,129.34,2205.2,Activo
8-842-1324 DV 12,9/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,2829.06,275.83,346.56,141.45,2411.77,Activo
8-842-1324 DV 12,9/1/2025,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,3335.49,325.21,408.6,166.77,2843.51,Activo
8-842-1324 DV 12,9/1/2025,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,3060.28,298.38,374.88,153.01,2608.89,Activo
8-842-1324 DV 12,9/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,2553.63,248.98,312.82,127.68,2176.97,Activo
8-842-1324 DV 12,9/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,1974.51,192.51,241.88,98.73,1683.27,Activo
8-842-1324 DV 12,9/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,2831.31,276.05,346.84,141.57,2413.69,Activo
8-842-1324 DV 12,9/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,1441.7,140.57,176.61,72.09,1229.05,Activo
8-842-1324 DV 12,9/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,2069.48,201.77,253.51,103.47,1764.23,Activo
8-842-1324 DV 12,9/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,1745.62,170.2,213.84,87.28,1488.14,Activo
8-842-1324 DV 12,9/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,2919.1,284.61,357.59,145.96,2488.54,Activo
8-842-1324 DV 12,9/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,1986.28,193.66,243.32,99.31,1693.3,Activo
4-721-985 DV 88,9/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,995.34,97.05,121.93,0,898.3,Activo
4-721-985 DV 88,9/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,3357.11,327.32,411.25,167.86,2861.94,Activo
4-721-985 DV 88,9/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,1563.16,152.41,191.49,78.16,1332.6,Activo
4-721-985 DV 88,9/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,891.63,86.93,109.22,0,804.7,Activo
4-721-985 DV 88,9/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,3052.07,297.58,373.88,152.6,2601.89,Activo
4-721-985 DV 88,9/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,,107.61,135.21,55.19,940.93,Activo
4-721-985 DV 88,9/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,1079.95,105.3,132.29,0,974.66,Activo
4-721-985 DV 88,9/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,1009.85,98.46,123.71,0,911.39,Activo
4-721-985 DV 88,9/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,3437.37,335.14,421.08,171.87,2930.35,Activo
4-721-985 DV 88,9/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,2886.32,281.42,353.57,144.32,2460.59,Activo
4-721-985 DV 88,9/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,1812.9,176.76,222.08,90.64,1545.49,Activo
4-721-985 DV 88,9/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,2714.47,264.66,332.52,135.72,2314.09,Activo
4-721-985 DV 88,9/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,1327.7,129.45,162.64,66.38,1131.86,Activo
4-721-985 DV 88,9/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,3208.09,312.79,392.99,160.4,2734.9,Activo
4-721-985 DV 88,9/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,2380.93,232.14,291.66,119.05,2029.74,Activo
4-721-985 DV 88,9/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,983.29,95.87,120.45,0,887.42,Activo
4-721-985 DV 88,9/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,1042.93,101.69,127.76,0,941.25,Activo
4-721-985 DV 88,9/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,2039.83,198.88,249.88,101.99,1738.95,Activo
4-721-985 DV 88,9/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,3084.83,300.77,377.89,154.24,2629.82,Activo
